full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank
tj/react-hooks,react-hooks,Fire off actions in stateless components.,152,3,JavaScript,tj,TJ Holowaychuk,User,"Victoria, BC, Canada",48.428420700000004,-123.36564440000001,Victoria,Canada,2064.0
douban/rexxar-web,rexxar-web,Mobile Hybrid Framework Rexxar Web Implementation ,151,21,JavaScript,douban,Douban Inc.,Organization,"Beijing, China",39.904211,116.407395,Beijing,China,2079.5
awslabs/lambda-refarch-mapreduce,lambda-refarch-mapreduce,This repo presents a reference architecture for running serverless MapReduce jobs. This has been implemented using AWS Lambda and Amazon S3.,151,20,JavaScript,awslabs,Amazon Web Services - Labs,Organization,"Seattle, WA",47.6062095,-122.33207079999998,Seattle,United States,2079.5
Abdizriel/nodejs-microservice-starter,nodejs-microservice-starter,:seedling: NodeJS RESTful API Microservice Starter,151,20,JavaScript,Abdizriel,Marcin Mrotek,User,"Paisley, United Kingdom",55.847258,-4.440113999999999,Paisley,United Kingdom,2079.5
mewo2/naming-language,naming-language,A generator for naming languages,151,24,JavaScript,mewo2,Martin O'Leary,User,"Swansea, Wales",51.62144,-3.943645999999999,Swansea,United Kingdom,2079.5
joshwcomeau/key-and-pad,key-and-pad,🎹  Fun experiment with the Web Audio API 🎶,151,4,JavaScript,joshwcomeau,Joshua Comeau,User,"Montreal, QC",45.5016889,-73.567256,Montreal,Canada,2079.5
jbogard/ContosoUniversityCore,ContosoUniversityCore,,151,36,JavaScript,jbogard,Jimmy Bogard,User,"Austin, TX",30.267153000000004,-97.7430608,Austin,United States,2079.5
netpi/baidu-ocr-api,baidu-ocr-api,:eyeglasses: Baidu OCR Api For Node,150,26,JavaScript,netpi,东泽,User,shanghai ✈ ,,,,,2093.5
yanbober/RNPolymerPo,RNPolymerPo,基于 React Native 的 Android 企业级应用 Demo。,150,45,JavaScript,yanbober,yanbo,User,ZhuHai,22.270978,113.576678,Zhuhai,China,2093.5
gao-sun/x0popup,x0popup,"An alternative to original alert, confirm and prompt.",150,15,JavaScript,gao-sun,,User,San Jose,37.338208200000004,-121.88632859999998,San Jose,United States,2093.5
wellyshen/react-cool-starter,react-cool-starter,😎 A starter boilerplate for an universal web app with the best development experience and a focus on performance and best practices.,150,23,JavaScript,wellyshen,Welly,User,"Taipei, Taiwan",25.032963600000002,121.5654268,,Taiwan,2093.5
zeit/hyperpower,hyperpower,HyperTerm particle effects extension,149,32,JavaScript,zeit,ZEIT,Organization,,,,,,2108.5
cssobj/cssobj,cssobj,"Runtime stylesheet manager, turn CSS into JS module, stylesheet CRUD (Create, Read, Update, Delete) in CSSOM, solve common problems of CSS-in-JS, name space (local) class names, vendor prefix, media query hook, styled components",149,6,JavaScript,cssobj,,Organization,,,,,,2108.5
thinker3197/progressively,progressively,A JavaScript library to load images progressively 🌇,149,17,JavaScript,thinker3197,Ashish,User,India,20.593684,78.96288,,India,2108.5
tannerlinsley/react-table,react-table,"React Table - A fast, lightweight, flexible table and datagrid for React",149,9,JavaScript,tannerlinsley,Tanner Linsley,User,Utah,39.32098010000001,-111.0937311,,United States,2108.5
dabit3/react-native-hackathon-starter,react-native-hackathon-starter,React Native Hackathon Starter Project,148,28,JavaScript,dabit3,Nader Dabit,User,United States,37.09024,-95.712891,,United States,2123.0
electrodejs/electrode-archetype-react-app,electrode-archetype-react-app,A WalmartLabs flavored React Universal App archetype,148,26,JavaScript,electrodejs,,Organization,,,,,,2123.0
aframevr/a-painter,a-painter,Paint in VR in your browser.,148,31,JavaScript,aframevr,A-Frame,Organization,,,,,,2123.0
adilmoujahid/kaggle-talkingdata-visualization,kaggle-talkingdata-visualization,"Source code for blog post: Interactive Data Visualization of Geospatial Data using D3.js, DC.js, Leaflet.js and Python",148,59,JavaScript,adilmoujahid,Adil Moujahid,User,Japan,36.204824,138.252924,,Japan,2123.0
azu/large-scale-javascript,large-scale-javascript,複雑なJavaScriptアプリケーションを作るために考えること,147,2,JavaScript,azu,azu,User,Tokyo/Japan,35.6894875,139.69170640000002,,Japan,2136.5
wangxiao/romantic,romantic,"A full stack web project, all by using LeanCloud, as a LeanEngine demo.",147,37,JavaScript,wangxiao,尼奥,User,Beijing China,39.904211,116.407395,Beijing,China,2136.5
ggomaeng/react-native-spotify-ui,react-native-spotify-ui,Pure javascript UI prototype of iOS Spotify for React Native framework.,147,13,JavaScript,ggomaeng,Sung Woo Park,User,"Los Angeles, CA",34.0522342,-118.24368490000002,Los Angeles,United States,2136.5
dvajs/dva-cli,dva-cli,The dva command line utility.,144,21,JavaScript,dvajs,,Organization,,,,,,2167.5
axboot/ax-boot-framework,ax-boot-framework,Java & HTML5 Full Stack Java Web Application Framework,143,18,JavaScript,axboot,AXBOOT,Organization,"Seoul, Korea",37.566534999999995,126.9779692,Seoul,South Korea,2179.5
russiann/promise-sequential,promise-sequential,"🕘 Simple like Promise.all(), but sequentially!",143,2,JavaScript,russiann,Russian Rebouças,User,"Fortaleza, CE",-3.7318616000000002,-38.5266704,Fortaleza,Brazil,2179.5
MeCKodo/vue-multipage,vue-multipage,fuck multipage,143,37,JavaScript,MeCKodo,二哲,User,中国厦门,24.479834,118.089425,Xiamen,China,2179.5
dunizb/sCalc,sCalc,:calling: A simple calculator application,142,78,JavaScript,dunizb,张兵,User,ShangHai-China,31.230415999999998,121.473701,Shanghai,China,2192.5
DavidCai1993/lock.js,lock.js,:package:Lock your Node.js project into an executable,141,8,JavaScript,DavidCai1993,David Cai,User,"Shanghai, China",31.230415999999998,121.473701,Shanghai,China,2208.5
desklamp-js/desklamp,desklamp,clean routing and state container for react,141,8,JavaScript,desklamp-js,Desklamp,Organization,,,,,,2208.5
meetfranz/plugins,plugins,Franz Plugin Repository,141,98,JavaScript,meetfranz,Franz,Organization,,,,,,2208.5
sindresorhus/pokemon,pokemon,Get Pokémon names,141,27,JavaScript,sindresorhus,Sindre Sorhus,User,° ☾ ☆ ¸. ¸　★  :.　 . • ○ ° ★,,,,,2208.5
FormidableLabs/react-progressive-image,react-progressive-image,React component for progressive image loading,140,4,JavaScript,FormidableLabs,Formidable,Organization,"Seattle, WA",47.6062095,-122.33207079999998,Seattle,United States,2222.5
mdehoog/Semantic-UI-Calendar,Semantic-UI-Calendar,Calendar module for Semantic UI,139,16,JavaScript,mdehoog,Michael de Hoog,User,,,,,,2234.0
zhufengketang/app,app,珠峰课堂APP-国内首款开源React Native APP,138,123,JavaScript,zhufengketang,珠峰课堂,User,北京昌平区回龙观东大街3号楼02号东段珠峰培训,,,,,2246.0
mhaagens/react-mobx-react-router4-boilerplate,react-mobx-react-router4-boilerplate,"React, React-Router 4, MobX and Webpack 2-boilerplate with async routes.",138,16,JavaScript,mhaagens,Martin,User,,,,,,2246.0
liumingmusic/react-native_toiletApp,react-native_toiletApp,第一个完整的react-native项目。包括服务端和移动端两部分。服务端使用express+bootstrap进行搭建，主要功能有登录、退出、模块选择、查看、修改、删除、分页等后台管理的基本功能；移动端主要用到组件View、Text、Image、ScrollView、ListView等常用的组件，也使用了第三方的地图服务(高德地图)，作为初学者。是一个很好的学习案例。,137,34,JavaScript,liumingmusic,nextPage,User,"Chengdu City, Sichuan Province",30.572815999999996,104.066801,Chengdu,China,2257.0
kriasoft/nodejs-api-starter,nodejs-api-starter,Boilerplate and tooling for authoring data API backends with Node.js and GraphQL,137,16,JavaScript,kriasoft,Kriasoft,Organization,,,,,,2257.0
maputnik/editor,editor,Visual Map Editor for Mapbox GL,137,20,JavaScript,maputnik,Maputnik,Organization,,,,,,2257.0
diracdeltas/niceware,niceware,Generate or convert random bytes into passphrases in Node and the browser.,137,7,JavaScript,diracdeltas,yan,User,SF usually,,,,,2257.0
4Catalyzer/found,found,Extensible route-based routing for React applications,137,4,JavaScript,4Catalyzer,4Catalyzer,Organization,,,,,,2257.0
r-park/soundcloud-redux,soundcloud-redux,SoundCloud API client with React • Redux • Redux-Saga,136,15,JavaScript,r-park,Richard Park,User,"Toronto, Canada",43.653226000000004,-79.3831843,Toronto,Canada,2269.5
SheetJS/printj,printj,printf for JS,136,7,JavaScript,SheetJS,Sheet JS,Organization,Earth,34.233137299999996,-102.4107493,Earth,United States,2269.5
VctrySam/Pokemon,Pokemon,Pokemon Go in React Native,136,58,JavaScript,VctrySam,Sam Okoro,User,"Austin, TX",30.267153000000004,-97.7430608,Austin,United States,2269.5
Carrotzpc/docker_web_app,docker_web_app,Node.js on Docker,136,24,JavaScript,Carrotzpc,Luobo Zhang,User,Beijing,39.904211,116.407395,Beijing,China,2269.5
shoumma/react-native-off-canvas-menu,react-native-off-canvas-menu,Beautifully crafted off canvas menu components for react native applications.,136,5,JavaScript,shoumma,Provash Shoumma,User,"Dhaka, Bangladesh",23.810332,90.4125181,Dhaka,Bangladesh,2269.5
mukeshsolanki/MarkdownView-Android,MarkdownView-Android,"MarkdownView is an Android webview with the capability of loading Markdown text or file and display it as HTML, it extends Android webview.",135,22,JavaScript,mukeshsolanki,Mukesh Solanki,User,Bangalore,12.9715987,77.5945627,Bengaluru,India,2283.5
sonnylazuardi/react-native-credit-card,react-native-credit-card,:credit_card: React native credit card display component,135,15,JavaScript,sonnylazuardi,Sonny Lazuardi,User,"Bandung, Indonesia",-6.917463900000001,107.61912279999999,Bandung,Indonesia,2283.5
softvar/github-plus,github-plus,":rocket: Chrome extension to display size of each file, download link and copy file contents directly to clipboard",135,12,JavaScript,softvar,Varun Malhotra,User,"New Delhi, India",28.6139391,77.20902120000001,New Delhi,India,2283.5
hanan198501/vue-spa-template,vue-spa-template,vue.js 单页应用项目模板,134,67,JavaScript,hanan198501,阿安,User,beijing,39.904211,116.407395,Beijing,China,2297.0
ZevenFang/react-native-redux-zhihudaily,react-native-redux-zhihudaily,使用react-native、redux、codepush重构的知乎日报客户端,134,23,JavaScript,ZevenFang,Zeven,User,"Guangzhou,Guangdong,China",23.12911,113.264385,Guangzhou,China,2297.0
rwjblue/ember-lifeline,ember-lifeline,,134,5,JavaScript,rwjblue,Robert Jackson,User,"Hope, RI",41.8531773,-71.39728149999998,Providence,United States,2297.0
Wildhoney/Interpose,Interpose,Apply stylesheet variables to your React components for use in your stylesheets. Interpose reduces the clutter of React components by bridging the gap between JS and CSS without resorting to complicating your components with CSS logic.,133,0,JavaScript,Wildhoney,Adam Timberlake,User,"London, UK",51.5073509,-0.12775830000000002,London,United Kingdom,2309.5
nolimits4web/Framework7-Vue,Framework7-Vue,Build full featured iOS & Android apps using Framework7 & Vue,133,29,JavaScript,nolimits4web,Vladimir Kharlampidi,User,"Rostov-on-Don, Russia",47.235713700000005,39.701505,Rostov-on-Don,Russia,2309.5
Wanderxx/vue-fullcalendar,vue-fullcalendar,vue calendar fullCalendar. no jquery required. Schedule events management,133,18,JavaScript,Wanderxx,Sunny Wang,User,"Shenzhen, China",22.543096,114.05786499999999,Shenzhen,China,2309.5
tictail/tide,tide,A Flux-like State Management Library for React by your friends at Tictail,133,1,JavaScript,tictail,Tictail,Organization,"Stockholm, Sweden",59.329323499999994,18.068580800000003,Stockholm,Sweden,2309.5
shiffman/A2Z-F16,A2Z-F16,ITP A2Z Course for Fall 2016,133,51,JavaScript,shiffman,Daniel Shiffman,User,"New York, NY",40.7127837,-74.00594129999999,New York,United States,2309.5
huang303513/Weather_Vue,Weather_Vue,Vue+VueRouter+webpack+Less+VueResource实现一个天气客户端,132,50,JavaScript,huang303513,xibeifeng,User,上海,31.230415999999998,121.473701,Shanghai,China,2326.0
lourenc/tinytyper,tinytyper,⌨️ A tiny library for creating a typing effect on specified text element.,132,5,JavaScript,lourenc,Korney Vasilchenko,User,"Kiev, Ukraine",50.4501,30.5234,Kiev,Ukraine,2326.0
ChangQing666/wechat-weapp-taobao,wechat-weapp-taobao,微信小程序demo 仿手机淘宝,132,41,JavaScript,ChangQing666,ChangQing,User,,,,,,2326.0
liuhongjun719/react-native-DaidaiHelperNew,react-native-DaidaiHelperNew,Listview展示”贷贷助手” app,132,54,JavaScript,liuhongjun719,YouCanDoIt,User,,,,,,2326.0
ivantsov/redux-subscriber,redux-subscriber,Subscribe to changes in any part of redux state,131,2,JavaScript,ivantsov,Alexander Ivantsov,User,"Berlin, Germany",52.52000659999999,13.404954,Berlin,Germany,2343.5
yzhang921/CBoard,CBoard,Open BI dashboard platform  ,131,69,JavaScript,yzhang921,,User,,,,,,2343.5
electrode-io/electrode-react-ssr-caching,electrode-react-ssr-caching,Optimize React SSR with profiling and component caching,131,13,JavaScript,electrode-io,Electrode,Organization,,,,,,2343.5
legraphista/stresser,stresser,Stress tests HTTP(s) endpoints,130,7,JavaScript,legraphista,Ștefan-Gabriel Muscalu,User,"Bucharest, Romania",44.4267674,26.1025384,Bucharest,Romania,2358.5
yoshuawuyts/nanomorph,nanomorph,Hyper fast diffing algorithm for real DOM nodes ⚡,130,6,JavaScript,yoshuawuyts,Yoshua Wuyts,User,"Berlin, Germany",52.52000659999999,13.404954,Berlin,Germany,2358.5
jacklam718/react-native-popup-dialog,react-native-popup-dialog,A React Native Popup Dialog Easy Use & Support Custom Animation. For IOS & Android.,130,26,JavaScript,jacklam718,Jack Lam,User,HongKong,22.396428,114.10949699999999,,Hong Kong,2358.5
879479119/Bilibili-React-Native,Bilibili-React-Native,【开发中】React Native版本的Bilibili客户端，支持iOS和Android用户,129,43,JavaScript,879479119,RockSAMA,User,"Chongqin,China",29.56301,106.551556,Chongqing,China,2373.0
Ma63d/kov-blog,kov-blog,"a blog platform built with koa,vue and mongoose. 使用 koa ,vue  和 mongo 搭建的博客页面和支持markdown语法的博客编写平台,自动保存草稿。博客地址:http://chuckliu.me",129,34,JavaScript,Ma63d,,User,,,,,,2373.0
eBay/griffin,griffin,Model driven data quality service,129,109,JavaScript,eBay,,Organization,,,,,,2373.0
googlecreativelab/giantemoji,giantemoji,,129,24,JavaScript,googlecreativelab,Google Creative Lab,Organization,,,,,,2373.0
modood/Administrative-divisions-of-China,Administrative-divisions-of-China,中国行政区划数据：省份、城市、区县、乡镇（街道）,128,47,JavaScript,modood,mwn,User,TianJin.China,39.084158,117.20098300000001,Tianjin,China,2387.5
elastic-coders/serverless-webpack,serverless-webpack,Serverless plugin to bundle your lambdas with Webpack,128,37,JavaScript,elastic-coders,Elastic Coders,Organization,,,,,,2387.5
bestmomo/laravel5-3-example,laravel5-3-example,Simple laravel 5-3 example for tutorial,127,74,JavaScript,bestmomo,,User,,,,,,2401.0
developit/asyncro,asyncro,⛵️ Beautiful Array utilities for ESnext async/await ~,126,5,JavaScript,developit,Jason Miller,User,"Hamilton, Ontario, Canada",43.255720600000004,-79.87110240000001,Hamilton,Canada,2417.5
ipselon/react-boilerplate-clone,react-boilerplate-clone,A React Boilerplate Project Clone integrated with Structor (former React UI Builder).,126,8,JavaScript,ipselon,Alex Pustovalov,User,Ukraine,48.379433,31.16558,,Ukraine,2417.5
davidgilbertson/know-it-all,know-it-all,"If you don't know it all, at least know what you don't know.",126,12,JavaScript,davidgilbertson,David Gilbertson,User,"Sydney, Australia",-33.8688197,151.2092955,Sydney,Australia,2417.5
tj/d3-series,d3-series,D3 line series chart used for error reporting on Apex Ping,126,3,JavaScript,tj,TJ Holowaychuk,User,"Victoria, BC, Canada",48.428420700000004,-123.36564440000001,Victoria,Canada,2417.5
vfleaking/uoj,uoj,Universal Online Judge,125,35,JavaScript,vfleaking,,User,,,,,,2440.0
tholman/buddy,buddy,"Chrome extension, and friend from hell",125,8,JavaScript,tholman,Tim Holman,User,"NYC, for the most part.",,,,,2440.0
wangmingjob/weapp-weipiao,weapp-weipiao,微信小程序-微票,125,63,JavaScript,wangmingjob,Ming Wang,User,China Beijing,39.904211,116.407395,Beijing,China,2440.0
btomashvili/react-redux-firebase-boilerplate,react-redux-firebase-boilerplate,":fire: :rocket: React, Redux, Firebase Boilerplate",125,37,JavaScript,btomashvili,btomashvili,User,Tbilisi,41.71513770000001,44.827096000000004,Tbilisi,Georgia,2440.0
myronliu347/wechat-app-zhihudaily,wechat-app-zhihudaily,微信小程序版的知乎日报，现在实现的比较简陋，以后随着小程序的完善，我也会完善这个项目,124,59,JavaScript,myronliu347,myron,User,China ShenZhen,22.543096,114.05786499999999,Shenzhen,China,2461.5
caio-ribeiro-pereira/node-api-examples,node-api-examples,A set of Node Tasklist APIs which explores some databases and web frameworks.,124,23,JavaScript,caio-ribeiro-pereira,Caio Ribeiro Pereira,User,São Vicente - SP,-23.960745000000003,-46.3961359,,Brazil,2461.5
driftyco/creator-weekly-workshops,creator-weekly-workshops,Here you can find any code that we use in the Creator Demo Videos,124,49,JavaScript,driftyco,Ionic,Organization,The internet,,,,,2461.5
SKAhack/open-sketch,open-sketch,Change the design work. Version control for design file.,124,3,JavaScript,SKAhack,Hiroki Sato,User,Japan,36.204824,138.252924,,Japan,2461.5
sgsoft-studio/webed,webed,WebEd CMS - a cms based on Laravel 5.3,124,35,JavaScript,sgsoft-studio,Saigon Software,Organization,,,,,,2461.5
ibmtjbot/tjbot,tjbot,,124,38,JavaScript,ibmtjbot,TJ Bot,Organization,,,,,,2461.5
csstree/csstree,csstree,Fast detailed CSS parser with syntax validation,124,8,JavaScript,csstree,CSSTree,Organization,,,,,,2461.5
knitjs/knit,knit,:star2: Untangle your Javascript,124,6,JavaScript,knitjs,Knitjs,Organization,,,,,,2461.5
alanwangmodify/weChatApp-Run,weChatApp-Run,跑步微信小程序,123,27,JavaScript,alanwangmodify,王小树,User,深圳,22.543096,114.05786499999999,Shenzhen,China,2478.0
paulirish/pwmetrics,pwmetrics,Progressive web metrics at your fingertipz,123,2,JavaScript,paulirish,Paul Irish,User,Palo Alto,37.441883399999995,-122.14301950000001,Palo Alto,United States,2478.0
metafizzy/huebee,huebee,🐝 1-click color picker,122,6,JavaScript,metafizzy,Metafizzy,Organization,"Alexandria, VA",38.804835499999996,-77.0469214,Alexandria,United States,2495.5
PitchInteractiveInc/tilegrams,tilegrams,Make hexagonally tiled cartograms,122,11,JavaScript,PitchInteractiveInc,Pitch Interactive Inc,Organization,,,,,,2495.5
allan2coder/weixinApp,weixinApp,【微信应用号】【小程序】 开发者工具+ wechatApp + demo,122,46,JavaScript,allan2coder,xsf,User,China Hangzhou,30.274084999999996,120.15507,Hangzhou,China,2495.5
weslleyaraujo/react-simon-says,react-simon-says,A 'Simon Says' game built with React and Redux 👾,122,3,JavaScript,weslleyaraujo,Weslley Araujo,User,Amsterdam,52.3702157,4.8951679000000015,Amsterdam,Netherlands,2495.5
phodal/weapp-webdemo,weapp-webdemo,A Hack of Weapp Framework,122,36,JavaScript,phodal,Fengda Huang,User,Shenzhen China,22.543096,114.05786499999999,Shenzhen,China,2495.5
bgryszko/react-native-circular-slider,react-native-circular-slider,React Native component for creating circular slider :radio_button:,122,9,JavaScript,bgryszko,Bart Gryszko,User,,,,,,2495.5
kokes/nbviewer.js,nbviewer.js,Client side rendering of Jupyter notebooks,121,0,JavaScript,kokes,Ondrej Kokes,User,"Cambridge, UK",52.205337,0.12181700000000001,Cambridge,United Kingdom,2521.0
tj/channel.js,channel.js,Go-style channel implementation for JavaScript,121,5,JavaScript,tj,TJ Holowaychuk,User,"Victoria, BC, Canada",48.428420700000004,-123.36564440000001,Victoria,Canada,2521.0
lmammino/judo-heroes,judo-heroes,A React application to showcase rendering with Universal JavaScript,121,82,JavaScript,lmammino,Luciano Mammino,User,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,Dublin,Ireland,2521.0
phenax/plasmajs,plasmajs,An isomorphic nodeJS framework based on react,121,2,JavaScript,phenax,Akshay Nair,User,"Mumbai, India",19.0759837,72.87765590000001,Mumbai,India,2521.0
codrops/MusicalInteractions,MusicalInteractions,Some experimental ideas for playful musical interactions powered by MIDI.js.,121,20,JavaScript,codrops,Codrops,Organization,,,,,,2521.0
diegohaz/generator-rest,generator-rest,"RESTful API generator using NodeJS, Express and Mongoose",121,20,JavaScript,diegohaz,Haz,User,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,Rio de Janeiro,Brazil,2521.0
sonnylazuardi/21mobile,21mobile,"🎬 cinema 21 movie schedule app built with react native, graphql, redux",121,36,JavaScript,sonnylazuardi,Sonny Lazuardi,User,"Bandung, Indonesia",-6.917463900000001,107.61912279999999,Bandung,Indonesia,2521.0
bluefox1688/vue-cli-multi-page,vue-cli-multi-page,vue-cli多页面，参考了yaoyao1987童鞋的，再根据自己的一些想法，调整了部分代码。,121,49,JavaScript,bluefox1688,蓝狐,User,,,,,,2521.0
prayerslayer/js.spec,js.spec,clojure.spec for Javascript,121,5,JavaScript,prayerslayer,Nikolaus Piccolotto,User,"Berlin, Germany",52.52000659999999,13.404954,Berlin,Germany,2521.0
sonnylazuardi/react-native-nike-running,react-native-nike-running,🏃 UI & UX Prototype of redesigned Nike+ Running App,121,18,JavaScript,sonnylazuardi,Sonny Lazuardi,User,"Bandung, Indonesia",-6.917463900000001,107.61912279999999,Bandung,Indonesia,2521.0
derhuerst/svg-patterns,svg-patterns,SVG patterns for Data Visualization.,120,1,JavaScript,derhuerst,Jannis Redmann,User,Berlin,52.52000659999999,13.404954,Berlin,Germany,2544.0
VctrySam/AirBnb,AirBnb,An Airbnb Clone in React Native,120,44,JavaScript,VctrySam,Sam Okoro,User,"Austin, TX",30.267153000000004,-97.7430608,Austin,United States,2544.0
chokcoco/httphijack,httphijack,使用Javascript实现前端防御http劫持及防御XSS攻击，并且对可疑攻击进行上报,120,39,JavaScript,chokcoco,Coco,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,2544.0
sindresorhus/awesome-lint,awesome-lint,Linter for Awesome lists,120,4,JavaScript,sindresorhus,Sindre Sorhus,User,° ☾ ☆ ¸. ¸　★  :.　 . • ○ ° ★,,,,,2544.0
reimertz/lagom,lagom,🖼 simplistic presentation generator,120,9,JavaScript,reimertz,Piérre Reimertz,User,"Gothenburg, Sweden",57.70887,11.97456,Gothenburg,Sweden,2544.0
rwhitmire/react-routify,react-routify,Routing for React,119,4,JavaScript,rwhitmire,Ryan Whitmire,User,"Erie, PA",42.12922409999999,-80.085059,Erie,United States,2558.5
yoonic/atlas,atlas,E-Commerce Backend API in Hapi.js and RethinkDB,119,27,JavaScript,yoonic,Yoonic Commerce,Organization,,,,,,2558.5
elsehow/signal-protocol,signal-protocol,"The Signal protocol, for node and browsers",118,6,JavaScript,elsehow,nick merrill,User,berkeley,,,,,2572.0
davedavehong/fenda-mock,fenda-mock,使用微信小程序实现「分答」这款APP的基础功能,118,41,JavaScript,davedavehong,dai hong,User,,,,,,2572.0
wangdahoo/vue-scroller,vue-scroller,Scroller Component for Vue.js,118,21,JavaScript,wangdahoo,王大虎,User,Shanghai,31.230415999999998,121.473701,Shanghai,China,2572.0
skovhus/jest-codemods,jest-codemods,Codemods for migrating to Jest https://github.com/facebook/jest,117,8,JavaScript,skovhus,Kenneth Skovhus,User,"Copenhagen, Denmark",55.676096799999996,12.568337099999999,Copenhagen,Denmark,2587.0
electrodejs/electrode-redux-router-engine,electrode-redux-router-engine,Electrode Redux Router Engine handles async data for React Server Side Rendering,117,10,JavaScript,electrodejs,,Organization,,,,,,2587.0
izelnakri/express-routemap,express-routemap,Display all your express routes in the terminal!,117,1,JavaScript,izelnakri,Izel Nakri,User,Amsterdam,52.3702157,4.8951679000000015,Amsterdam,Netherlands,2587.0
docker/docker.github.io,docker.github.io,Source repo for Docker's Documentation,117,469,JavaScript,docker,Docker,Organization,,,,,,2587.0
michael-yin/scrapy_guru,scrapy_guru,Everybody can be scrapy guru,117,11,JavaScript,michael-yin,Michael Yin,User,China.YiChang,30.691966999999998,111.28647099999999,Yichang,China,2587.0
ncase/wbwwb,wbwwb,We Become What We Behold – a minigame about the news!,116,13,JavaScript,ncase,Nicky Case,User,,,,,,2603.5
ccorcos/hack,hack,hack your friends!,115,30,JavaScript,ccorcos,Chet Corcos,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,2623.0
rwieruch/favesound-mobx,favesound-mobx,The SoundCloud Client in React + MobX - Real World,115,12,JavaScript,rwieruch,Robin Wieruch,User,"Berlin, Germany",52.52000659999999,13.404954,Berlin,Germany,2623.0
electrodejs/generator-electrode,generator-electrode,Yeoman generator for Electrode Isomorphic App,115,17,JavaScript,electrodejs,,Organization,,,,,,2623.0
ElementUI/element-starter,element-starter,A starter kit for Element UI generated by vue-cli,115,71,JavaScript,ElementUI,,Organization,,,,,,2623.0
Justin-lu/react-redux-antd,react-redux-antd,react redux for CMS/Enterprise class App/ERP/Admin with ant-design,114,38,JavaScript,Justin-lu,Justin-lu,User,Guangzhou,23.12911,113.264385,Guangzhou,China,2644.5
addyosmani/preact-hn,preact-hn,🗞 Preact Hacker News,114,11,JavaScript,addyosmani,Addy Osmani,User,"London, England",51.5073509,-0.12775830000000002,London,United Kingdom,2644.5
PerfectFreeze/PFWebViewController,PFWebViewController,A light-weight webview controller using WKWebView. Support Safari-like reader mode.,114,11,JavaScript,PerfectFreeze,,Organization,,,,,,2644.5
screeny05/corrode,corrode,A batteries-included library for reading binary data.,114,2,JavaScript,screeny05,Screeny,User,,,,,,2644.5
latel/logline,logline,incredible logs for the frontend,113,11,JavaScript,latel,kevin,User,Shenzhen Nanshan Distinct,22.533013,113.930476,Shenzhen,China,2666.0
developit/undom,undom,A 1kb minimally viable DOM Document implementation,113,6,JavaScript,developit,Jason Miller,User,"Hamilton, Ontario, Canada",43.255720600000004,-79.87110240000001,Hamilton,Canada,2666.0
axhello/douyu-vue,douyu-vue,用vue写的斗鱼webApp,113,16,JavaScript,axhello,Emilia,User,"Shenzhen, China",22.543096,114.05786499999999,Shenzhen,China,2666.0
clari/react-tween,react-tween,Tween animation for React components http://codepen.io/mking-clari/pen/XNYbJX,113,4,JavaScript,clari,Clari,Organization,Mountain View,37.3860517,-122.08385109999999,Mountain View,United States,2666.0
0xfe/vexwarp,vexwarp,Audio Time Stretching and Pitch Shifting,112,5,JavaScript,0xfe,0xFE,User,,,,,,2688.5
infosec-au/little-doctor,little-doctor,🔥🔥🔥 Out of the Browser into the Fire - Cross platform XSS worm framework 🔥🔥🔥,112,27,JavaScript,infosec-au,Shubs,User,"Sydney, Australia",-33.8688197,151.2092955,Sydney,Australia,2688.5
Seedstars/reactnative-mobile-app-base,reactnative-mobile-app-base,Seedstars Labs React Native Mobile App Base Project (Frontend),112,8,JavaScript,Seedstars,seedstars,Organization,,,,,,2688.5
liujians/vue-adminLte-vue-router,vue-adminLte-vue-router,SPA about vue-cli+adminLte+vue-router,112,47,JavaScript,liujians,刘剑,User,Cheng Du Si Chuan,30.572815999999996,104.066801,Chengdu,China,2688.5
nodejs/http2,http2,Working on an HTTP/2 implementation for Node.js Core,112,15,JavaScript,nodejs,Node.js Foundation,Organization,,,,,,2688.5
erikras/styled-components-theme,styled-components-theme,Defines themes via flexible color selectors for use with styled-components,111,5,JavaScript,erikras,Erik Rasmussen,User,Spain,40.46366700000001,-3.7492199999999998,,Spain,2708.0
Javascipt/node-youtube,node-youtube,:movie_camera: Youtube to snapshots and GIFs.,111,10,JavaScript,Javascipt,Khalid REHIOUI,User,Morocco,31.791702,-7.092619999999998,,Morocco,2708.0
mstijak/tdo,tdo,"Keyboard driven, hackable TODO list",111,15,JavaScript,mstijak,Marko Stijak,User,"Banja Luka, Bosnia and Herzegovina",44.7721811,17.191,Banja Luka,Bosnia and Herzegovina,2708.0
OYsun/vscode-VueHelper,vscode-VueHelper,vscode插件，vue，vue-router和vuex的代码提示,111,4,JavaScript,OYsun,,User,,,,,,2708.0
staltz/cycle-onionify,cycle-onionify,Fractal state management for Cycle.js apps,111,3,JavaScript,staltz,André Staltz,User,"Helsinki, Finland",60.16985569999999,24.938379,Helsinki,Finland,2708.0
